10-Yard Fight (World, set 1);https://archive.org/download/fbnarcade-fullnonmerged/arcade//10yard.zip
10-Yard Fight '85 (US, Taito license);https://archive.org/download/fbnarcade-fullnonmerged/arcade//10yard85.zip
10-Yard Fight (Japan);https://archive.org/download/fbnarcade-fullnonmerged/arcade//10yardj.zip
1941: Counter Attack (World 900227);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1941.zip
1941: Counter Attack (Japan);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1941j.zip
1941: Counter Attack (World);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1941r1.zip
1941: Counter Attack (USA 900227);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1941u.zip
1942 (Revision B);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942.zip
1942 (Revision A);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942a.zip
1942 (Revision A, bootleg);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942abl.zip
1942 (First Version);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942b.zip
1942c64;https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942c64.zip
Supercharger 1942;https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942h.zip
1942 (Williams Electronics license);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1942w.zip
1943: The Battle of Midway (Euro);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943.zip
1943: Battle of Midway (bootleg, hack of Japan set);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943b.zip
1943b2;https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943b2.zip
1943: Midway Kaisen (bootleg);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943bj.zip
1943: Midway Kaisen (Japan, Rev B);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943j.zip
1943: Midway Kaisen (Japan);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943ja.zip
1943: Midway Kaisen (Japan, no protection hack);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943jah.zip
1943jaha;https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943jaha.zip
1943 Kai: Midway Kaisen (Japan);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943kai.zip
1943: The Battle of Midway Mark II (US);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943mii.zip
1943: The Battle of Midway (US, Rev C);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943u.zip
1943: The Battle of Midway (US);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1943ua.zip
1944: The Loop Master (Euro 000620);https://archive.org/download/fbnarcade-fullnonmerged/arcade//1944.zip
1944ad;https://archive.org/download/fbnarcade-fullnonmerged/arcade//1944ad.zip
